text,legal_issue,bias_type,urgency,language,location,age,gender
Property ka dispute chal raha hai.,property_dispute,gender_bias,distress,English,Chennai,46,female
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,urgent,Hindi,Jaipur,27,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,none,distress,Hindi,Chennai,27,female
Police is not filing my FIR because I am None.,FIR_denial,none,distress,Hindi,Delhi,47,female
Wife is denying me access to child.,child_custody,gender_bias,urgent,Hindi,Jaipur,29,other
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,normal,English,Bhopal,57,other
Office me biased treatment mil raha hai.,workplace_discrimination,gender_bias,distress,English,Delhi,48,other
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,none,urgent,Hinglish,Bhopal,43,female
Wife is denying me access to child.,child_custody,caste_bias,normal,Hinglish,Kolkata,54,other
Landlord evicted me without any legal notice.,rent_eviction,none,distress,English,Bhopal,58,other
Company salary nahi de rahi.,labor_rights_violation,none,normal,English,Lucknow,52,male
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,normal,English,Patna,53,other
Child custody dispute with spouse.,child_custody,class_bias,normal,Hindi,Delhi,36,other
Product defective hai aur return nahi le rahe.,consumer_rights,class_bias,urgent,Hindi,Hyderabad,39,female
Office me biased treatment mil raha hai.,workplace_discrimination,gender_bias,urgent,English,Kolkata,53,female
Online log gaali de rahe hain.,cyber_bullying,class_bias,normal,Hindi,Lucknow,47,other
Consumer complaint file karna hai.,consumer_rights,none,urgent,English,Kolkata,54,female
Wife is denying me access to child.,child_custody,caste_bias,normal,Hindi,Lucknow,42,male
Office me biased treatment mil raha hai.,workplace_discrimination,class_bias,distress,English,Chennai,59,other
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,urgent,English,Jaipur,38,female
Office wale badtameezi karte hain.,harassment,class_bias,normal,Hinglish,Jaipur,23,other
Online log gaali de rahe hain.,cyber_bullying,caste_bias,normal,English,Hyderabad,43,other
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,English,Delhi,60,female
Had to pay bribe for simple work.,bribery_corruption,none,normal,Hindi,Mumbai,55,male
Office wale badtameezi karte hain.,harassment,class_bias,normal,Hinglish,Mumbai,31,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,none,normal,Hinglish,Mumbai,51,female
Consumer complaint file karna hai.,consumer_rights,none,urgent,Hindi,Jaipur,53,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,normal,English,Jaipur,46,other
Padosi mera zameen kabza kar raha hai.,property_dispute,none,urgent,English,Lucknow,28,female
Property ka dispute chal raha hai.,property_dispute,caste_bias,urgent,English,Bhopal,19,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,normal,Hinglish,Mumbai,52,other
Bacche ki custody ka case hai court me.,child_custody,caste_bias,distress,Hinglish,Delhi,45,male
Boss discriminating against me for being Caste.,workplace_discrimination,caste_bias,urgent,English,Bangalore,47,female
People are trolling and abusing me on social media.,cyber_bullying,none,normal,English,Lucknow,24,male
Boss discriminating against me for being Class.,workplace_discrimination,class_bias,distress,Hindi,Hyderabad,27,other
Promotion nahi mila kyunki main None hoon.,workplace_discrimination,none,normal,English,Bangalore,50,other
Mere pati mujhe maarte hain roz.,domestic_violence,none,urgent,Hindi,Kolkata,52,other
Consumer complaint file karna hai.,consumer_rights,class_bias,urgent,English,Mumbai,38,male
Online log gaali de rahe hain.,cyber_bullying,caste_bias,distress,Hindi,Lucknow,47,female
Property ka dispute chal raha hai.,property_dispute,gender_bias,urgent,English,Mumbai,26,female
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,urgent,Hindi,Delhi,28,other
Property ka dispute chal raha hai.,property_dispute,gender_bias,urgent,English,Kolkata,43,male
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,gender_bias,urgent,English,Bhopal,54,other
Online log gaali de rahe hain.,cyber_bullying,gender_bias,normal,English,Bhopal,41,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,caste_bias,normal,Hindi,Patna,25,male
Promotion nahi mila kyunki main Class hoon.,workplace_discrimination,class_bias,urgent,Hinglish,Bangalore,26,male
Product defective hai aur return nahi le rahe.,consumer_rights,none,urgent,Hinglish,Kolkata,32,other
Landlord evicted me without any legal notice.,rent_eviction,caste_bias,distress,Hindi,Kolkata,30,other
My in-laws are torturing me for dowry.,dowry,gender_bias,distress,Hindi,Lucknow,47,other
They are making me work overtime without pay.,labor_rights_violation,caste_bias,distress,English,Jaipur,39,female
I am being harassed at workplace by senior.,harassment,caste_bias,urgent,Hinglish,Hyderabad,42,male
Had to pay bribe for simple work.,bribery_corruption,class_bias,normal,Hindi,Hyderabad,50,female
Online log gaali de rahe hain.,cyber_bullying,class_bias,distress,Hinglish,Delhi,42,male
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,urgent,Hinglish,Kolkata,29,other
Neighbour encroaching on my land.,property_dispute,class_bias,urgent,English,Delhi,54,male
Boss discriminating against me for being Caste.,workplace_discrimination,caste_bias,urgent,English,Patna,34,female
My in-laws are torturing me for dowry.,dowry,none,urgent,Hinglish,Bangalore,26,female
Bacche ki custody ka case hai court me.,child_custody,gender_bias,urgent,Hindi,Hyderabad,58,female
Consumer complaint file karna hai.,consumer_rights,caste_bias,distress,Hindi,Lucknow,20,male
I am being harassed at workplace by senior.,harassment,gender_bias,distress,Hindi,Jaipur,27,male
Landlord evicted me without any legal notice.,rent_eviction,gender_bias,urgent,Hindi,Jaipur,41,other
My in-laws are torturing me for dowry.,dowry,gender_bias,normal,English,Patna,23,male
Boss discriminating against me for being None.,workplace_discrimination,none,urgent,English,Bangalore,19,other
Police FIR nahi likh rahi kyunki main Caste hoon.,FIR_denial,caste_bias,normal,Hindi,Hyderabad,24,male
Company salary nahi de rahi.,labor_rights_violation,none,distress,Hindi,Lucknow,26,male
I am being harassed at workplace by senior.,harassment,caste_bias,normal,Hindi,Kolkata,21,other
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,distress,Hinglish,Chennai,39,female
They are making me work overtime without pay.,labor_rights_violation,class_bias,normal,Hinglish,Bhopal,58,other
Child custody dispute with spouse.,child_custody,caste_bias,urgent,English,Kolkata,43,male
Neighbour encroaching on my land.,property_dispute,class_bias,distress,Hinglish,Patna,45,other
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,urgent,Hinglish,Bhopal,37,other
Bacche ki custody ka case hai court me.,child_custody,caste_bias,normal,Hindi,Chennai,43,other
Consumer complaint file karna hai.,consumer_rights,gender_bias,urgent,Hinglish,Kolkata,38,female
Promotion nahi mila kyunki main Class hoon.,workplace_discrimination,class_bias,distress,Hinglish,Jaipur,19,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,normal,English,Jaipur,51,male
Consumer complaint file karna hai.,consumer_rights,none,urgent,Hindi,Bangalore,21,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,caste_bias,normal,Hindi,Mumbai,48,male
I am being harassed at workplace by senior.,harassment,class_bias,distress,English,Chennai,43,other
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,distress,Hindi,Jaipur,44,other
Office me biased treatment mil raha hai.,workplace_discrimination,none,distress,Hindi,Jaipur,57,female
Promotion nahi mila kyunki main Gender hoon.,workplace_discrimination,gender_bias,distress,English,Bhopal,40,female
Promotion nahi mila kyunki main Caste hoon.,workplace_discrimination,caste_bias,distress,Hinglish,Chennai,50,male
Roz ghar pe violence hota hai.,domestic_violence,none,normal,English,Bangalore,18,female
Padosi mera zameen kabza kar raha hai.,property_dispute,caste_bias,distress,Hindi,Mumbai,42,female
Online log gaali de rahe hain.,cyber_bullying,class_bias,urgent,Hindi,Kolkata,42,male
Mujhe office me sexual harassment ho raha hai.,harassment,none,distress,English,Jaipur,46,female
Consumer complaint file karna hai.,consumer_rights,caste_bias,normal,English,Mumbai,31,other
Landlord evicted me without any legal notice.,rent_eviction,none,urgent,Hinglish,Chennai,29,other
They are making me work overtime without pay.,labor_rights_violation,class_bias,urgent,Hindi,Mumbai,21,female
They are making me work overtime without pay.,labor_rights_violation,none,urgent,English,Patna,36,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,none,urgent,Hinglish,Delhi,29,other
Landlord evicted me without any legal notice.,rent_eviction,gender_bias,normal,Hindi,Mumbai,25,male
Corruption ho raha hai har jagah.,bribery_corruption,gender_bias,distress,English,Patna,37,male
Padosi mera zameen kabza kar raha hai.,property_dispute,gender_bias,urgent,Hinglish,Jaipur,54,female
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,normal,English,Jaipur,42,male
Office wale badtameezi karte hain.,harassment,caste_bias,normal,Hinglish,Patna,21,female
Boss discriminating against me for being None.,workplace_discrimination,none,urgent,Hinglish,Bhopal,55,female
My in-laws are torturing me for dowry.,dowry,class_bias,distress,English,Hyderabad,42,male
I am being harassed at workplace by senior.,harassment,class_bias,normal,Hinglish,Bangalore,42,female
Sarkari office me bribe maang rahe hain.,bribery_corruption,caste_bias,normal,Hinglish,Lucknow,52,other
Property ka dispute chal raha hai.,property_dispute,caste_bias,urgent,English,Hyderabad,30,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,gender_bias,distress,Hinglish,Bhopal,28,other
They are making me work overtime without pay.,labor_rights_violation,gender_bias,distress,English,Bhopal,38,other
Padosi mera zameen kabza kar raha hai.,property_dispute,gender_bias,normal,Hinglish,Bhopal,59,female
Shopkeeper fraud kiya mere saath.,consumer_rights,none,normal,Hinglish,Bangalore,32,female
They refused to register FIR citing my Caste identity.,FIR_denial,caste_bias,urgent,Hindi,Delhi,59,other
Shopkeeper fraud kiya mere saath.,consumer_rights,gender_bias,distress,Hinglish,Lucknow,43,female
Roz ghar pe violence hota hai.,domestic_violence,none,urgent,Hinglish,Patna,43,male
Corruption ho raha hai har jagah.,bribery_corruption,gender_bias,distress,Hinglish,Bhopal,39,female
Promotion nahi mila kyunki main Gender hoon.,workplace_discrimination,gender_bias,distress,Hinglish,Chennai,49,other
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,urgent,English,Jaipur,59,other
Husband is beating me daily.,domestic_violence,class_bias,distress,Hindi,Delhi,44,male
People are trolling and abusing me on social media.,cyber_bullying,caste_bias,urgent,Hinglish,Lucknow,32,other
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,distress,English,Patna,42,male
Online log gaali de rahe hain.,cyber_bullying,none,urgent,Hinglish,Hyderabad,22,other
Wife is denying me access to child.,child_custody,none,distress,Hinglish,Chennai,36,male
They refused to register FIR citing my Caste identity.,FIR_denial,caste_bias,urgent,Hindi,Bhopal,41,other
I am being harassed at workplace by senior.,harassment,class_bias,urgent,English,Chennai,39,male
Neighbour encroaching on my land.,property_dispute,gender_bias,normal,English,Mumbai,55,other
Online log gaali de rahe hain.,cyber_bullying,none,urgent,Hinglish,Patna,43,male
Mere pati mujhe maarte hain roz.,domestic_violence,none,urgent,Hinglish,Bangalore,47,other
Online log gaali de rahe hain.,cyber_bullying,gender_bias,normal,Hinglish,Kolkata,29,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,caste_bias,normal,Hinglish,Chennai,58,other
Child custody dispute with spouse.,child_custody,none,distress,English,Delhi,36,female
Landlord evicted me without any legal notice.,rent_eviction,class_bias,urgent,English,Lucknow,24,other
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,distress,Hinglish,Patna,33,female
Police FIR nahi likh rahi kyunki main None hoon.,FIR_denial,none,normal,English,Chennai,50,other
Bacche ki custody ka case hai court me.,child_custody,class_bias,normal,English,Lucknow,46,male
Mujhe office me sexual harassment ho raha hai.,harassment,caste_bias,distress,Hinglish,Kolkata,22,male
They are making me work overtime without pay.,labor_rights_violation,caste_bias,distress,Hindi,Bhopal,34,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,class_bias,distress,Hinglish,Jaipur,26,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,caste_bias,normal,Hinglish,Mumbai,33,male
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,urgent,Hindi,Chennai,45,female
Padosi mera zameen kabza kar raha hai.,property_dispute,none,urgent,English,Bangalore,44,female
They are making me work overtime without pay.,labor_rights_violation,none,urgent,English,Lucknow,19,female
Wife is denying me access to child.,child_custody,class_bias,normal,English,Bhopal,33,female
Shopkeeper fraud kiya mere saath.,consumer_rights,none,distress,English,Kolkata,40,other
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,distress,English,Bangalore,33,female
Consumer complaint file karna hai.,consumer_rights,none,urgent,English,Bangalore,47,male
Property ka dispute chal raha hai.,property_dispute,class_bias,urgent,Hindi,Mumbai,48,male
Product defective hai aur return nahi le rahe.,consumer_rights,none,urgent,Hindi,Chennai,46,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,distress,Hinglish,Patna,42,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,caste_bias,urgent,English,Lucknow,23,other
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,Hinglish,Kolkata,31,female
Company salary nahi de rahi.,labor_rights_violation,none,urgent,Hindi,Delhi,26,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,distress,Hindi,Jaipur,33,male
People are trolling and abusing me on social media.,cyber_bullying,none,normal,Hindi,Lucknow,45,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,none,distress,English,Lucknow,54,other
Property ka dispute chal raha hai.,property_dispute,class_bias,distress,English,Bhopal,26,male
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,urgent,Hinglish,Patna,48,other
Husband is beating me daily.,domestic_violence,none,urgent,Hinglish,Hyderabad,42,female
Sarkari office me bribe maang rahe hain.,bribery_corruption,none,urgent,Hinglish,Bangalore,49,male
Consumer complaint file karna hai.,consumer_rights,gender_bias,urgent,Hindi,Mumbai,45,male
Company salary nahi de rahi.,labor_rights_violation,gender_bias,normal,English,Jaipur,28,female
Online log gaali de rahe hain.,cyber_bullying,none,urgent,Hindi,Kolkata,51,female
Bacche ki custody ka case hai court me.,child_custody,class_bias,distress,English,Bhopal,55,other
Had to pay bribe for simple work.,bribery_corruption,caste_bias,urgent,Hinglish,Chennai,30,male
Padosi mera zameen kabza kar raha hai.,property_dispute,gender_bias,distress,English,Delhi,49,male
Company salary nahi de rahi.,labor_rights_violation,none,distress,English,Jaipur,45,female
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,distress,English,Jaipur,52,other
They refused to register FIR citing my Caste identity.,FIR_denial,caste_bias,normal,English,Bangalore,37,female
Mere pati mujhe maarte hain roz.,domestic_violence,gender_bias,distress,Hinglish,Jaipur,40,male
Police is not filing my FIR because I am None.,FIR_denial,none,distress,Hindi,Jaipur,28,female
Mujhe office me sexual harassment ho raha hai.,harassment,none,normal,Hindi,Lucknow,43,female
Bacche ki custody ka case hai court me.,child_custody,class_bias,urgent,English,Chennai,23,female
Boss discriminating against me for being None.,workplace_discrimination,none,normal,Hindi,Kolkata,37,other
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,distress,Hinglish,Jaipur,49,female
I am being harassed at workplace by senior.,harassment,caste_bias,normal,Hindi,Bangalore,46,other
Landlord evicted me without any legal notice.,rent_eviction,class_bias,normal,Hindi,Jaipur,43,female
Sarkari office me bribe maang rahe hain.,bribery_corruption,none,normal,Hindi,Delhi,24,other
Had to pay bribe for simple work.,bribery_corruption,caste_bias,normal,Hindi,Kolkata,54,male
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,English,Mumbai,28,female
Shopkeeper fraud kiya mere saath.,consumer_rights,none,urgent,Hindi,Kolkata,25,female
Mere pati mujhe maarte hain roz.,domestic_violence,none,distress,Hinglish,Lucknow,57,female
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,caste_bias,normal,Hindi,Bhopal,56,female
Had to pay bribe for simple work.,bribery_corruption,caste_bias,normal,English,Lucknow,45,female
My in-laws are torturing me for dowry.,dowry,caste_bias,normal,English,Chennai,35,male
Neighbour encroaching on my land.,property_dispute,caste_bias,urgent,Hindi,Kolkata,23,female
Boss discriminating against me for being None.,workplace_discrimination,none,distress,English,Patna,57,female
Bacche ki custody ka case hai court me.,child_custody,gender_bias,distress,Hindi,Patna,51,female
Mujhe office me sexual harassment ho raha hai.,harassment,gender_bias,normal,English,Delhi,48,male
Shopkeeper fraud kiya mere saath.,consumer_rights,none,normal,English,Bangalore,48,other
Office me biased treatment mil raha hai.,workplace_discrimination,caste_bias,normal,Hindi,Mumbai,47,female
Property ka dispute chal raha hai.,property_dispute,caste_bias,urgent,Hinglish,Lucknow,46,female
Property ka dispute chal raha hai.,property_dispute,none,urgent,Hindi,Delhi,59,other
Property ka dispute chal raha hai.,property_dispute,gender_bias,distress,English,Bangalore,28,other
Promotion nahi mila kyunki main None hoon.,workplace_discrimination,none,urgent,Hinglish,Mumbai,36,male
Promotion nahi mila kyunki main None hoon.,workplace_discrimination,none,normal,English,Bhopal,24,other
Boss discriminating against me for being Caste.,workplace_discrimination,caste_bias,distress,English,Mumbai,59,male
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,urgent,Hindi,Jaipur,55,other
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,gender_bias,normal,Hinglish,Hyderabad,19,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,class_bias,normal,English,Lucknow,25,female
Boss discriminating against me for being Class.,workplace_discrimination,class_bias,normal,Hindi,Patna,56,male
Roz ghar pe violence hota hai.,domestic_violence,caste_bias,distress,English,Hyderabad,23,female
Office me biased treatment mil raha hai.,workplace_discrimination,caste_bias,urgent,Hinglish,Mumbai,53,female
Corruption ho raha hai har jagah.,bribery_corruption,class_bias,urgent,Hindi,Bangalore,44,male
Husband is beating me daily.,domestic_violence,none,distress,Hinglish,Chennai,44,male
Mujhe office me sexual harassment ho raha hai.,harassment,caste_bias,normal,English,Chennai,57,male
They are making me work overtime without pay.,labor_rights_violation,none,normal,Hinglish,Bhopal,44,male
Promotion nahi mila kyunki main Caste hoon.,workplace_discrimination,caste_bias,distress,Hindi,Jaipur,55,male
Property ka dispute chal raha hai.,property_dispute,class_bias,normal,English,Mumbai,55,male
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,distress,English,Lucknow,53,male
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,distress,Hindi,Lucknow,26,male
Wife is denying me access to child.,child_custody,gender_bias,distress,Hindi,Jaipur,40,male
Online log gaali de rahe hain.,cyber_bullying,gender_bias,distress,Hinglish,Hyderabad,27,other
Padosi mera zameen kabza kar raha hai.,property_dispute,none,normal,Hindi,Delhi,35,other
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,normal,English,Delhi,32,male
Neighbour encroaching on my land.,property_dispute,none,urgent,Hinglish,Bangalore,38,male
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,normal,English,Jaipur,26,other
Landlord evicted me without any legal notice.,rent_eviction,class_bias,distress,Hindi,Chennai,30,female
Corruption ho raha hai har jagah.,bribery_corruption,caste_bias,distress,Hindi,Mumbai,48,other
Product defective hai aur return nahi le rahe.,consumer_rights,caste_bias,distress,English,Kolkata,28,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,caste_bias,normal,Hinglish,Chennai,27,male
Office me biased treatment mil raha hai.,workplace_discrimination,caste_bias,urgent,Hindi,Mumbai,49,female
People are trolling and abusing me on social media.,cyber_bullying,gender_bias,distress,Hinglish,Hyderabad,30,female
Roz ghar pe violence hota hai.,domestic_violence,none,normal,Hindi,Jaipur,19,other
Company salary nahi de rahi.,labor_rights_violation,none,urgent,Hinglish,Kolkata,49,female
Shopkeeper fraud kiya mere saath.,consumer_rights,caste_bias,urgent,Hinglish,Patna,27,female
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,urgent,Hinglish,Delhi,18,male
Company salary nahi de rahi.,labor_rights_violation,none,urgent,English,Chennai,45,male
Wife is denying me access to child.,child_custody,caste_bias,distress,Hindi,Delhi,42,male
Child custody dispute with spouse.,child_custody,caste_bias,distress,Hindi,Bangalore,30,male
Police FIR nahi likh rahi kyunki main Class hoon.,FIR_denial,class_bias,distress,English,Mumbai,24,female
Sarkari office me bribe maang rahe hain.,bribery_corruption,gender_bias,normal,English,Lucknow,51,male
Boss discriminating against me for being Caste.,workplace_discrimination,caste_bias,normal,Hindi,Lucknow,33,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,caste_bias,distress,Hinglish,Hyderabad,45,male
Mujhe office me sexual harassment ho raha hai.,harassment,gender_bias,distress,Hinglish,Kolkata,39,other
Padosi mera zameen kabza kar raha hai.,property_dispute,caste_bias,distress,English,Bangalore,59,male
Mere pati mujhe maarte hain roz.,domestic_violence,none,normal,English,Chennai,60,other
They are making me work overtime without pay.,labor_rights_violation,caste_bias,urgent,English,Delhi,39,other
Property ka dispute chal raha hai.,property_dispute,caste_bias,normal,Hindi,Hyderabad,56,other
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,urgent,Hindi,Jaipur,42,male
Bacche ki custody ka case hai court me.,child_custody,none,urgent,Hindi,Lucknow,54,other
Husband is beating me daily.,domestic_violence,none,distress,English,Kolkata,34,other
Police FIR nahi likh rahi kyunki main Gender hoon.,FIR_denial,gender_bias,normal,Hindi,Bangalore,36,male
Property ka dispute chal raha hai.,property_dispute,caste_bias,urgent,English,Chennai,37,female
Consumer complaint file karna hai.,consumer_rights,none,urgent,English,Bhopal,47,other
They are making me work overtime without pay.,labor_rights_violation,caste_bias,urgent,Hindi,Bangalore,60,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,distress,Hinglish,Bangalore,58,other
Mere pati mujhe maarte hain roz.,domestic_violence,caste_bias,distress,Hindi,Kolkata,36,male
Consumer complaint file karna hai.,consumer_rights,none,distress,Hindi,Lucknow,38,other
Landlord evicted me without any legal notice.,rent_eviction,class_bias,distress,Hindi,Chennai,56,male
Child custody dispute with spouse.,child_custody,none,distress,Hinglish,Mumbai,27,other
Office wale badtameezi karte hain.,harassment,class_bias,distress,Hindi,Chennai,50,other
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,caste_bias,normal,English,Chennai,22,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,urgent,English,Bhopal,47,male
Neighbour encroaching on my land.,property_dispute,class_bias,urgent,Hindi,Bhopal,21,male
Bacche ki custody ka case hai court me.,child_custody,gender_bias,distress,English,Lucknow,58,other
They refused to register FIR citing my Gender identity.,FIR_denial,gender_bias,urgent,Hindi,Mumbai,58,male
Product defective hai aur return nahi le rahe.,consumer_rights,caste_bias,urgent,Hindi,Chennai,41,other
They refused to register FIR citing my Gender identity.,FIR_denial,gender_bias,distress,Hindi,Bhopal,53,male
I am being harassed at workplace by senior.,harassment,gender_bias,urgent,Hinglish,Kolkata,35,other
They are making me work overtime without pay.,labor_rights_violation,none,distress,Hindi,Jaipur,39,female
I am being harassed at workplace by senior.,harassment,caste_bias,urgent,Hindi,Hyderabad,44,other
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,gender_bias,urgent,Hinglish,Mumbai,25,female
Property ka dispute chal raha hai.,property_dispute,none,urgent,Hindi,Jaipur,47,other
Police FIR nahi likh rahi kyunki main Gender hoon.,FIR_denial,gender_bias,distress,English,Kolkata,50,female
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,class_bias,normal,English,Mumbai,39,other
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,gender_bias,distress,Hinglish,Jaipur,28,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,class_bias,normal,English,Patna,27,other
Corruption ho raha hai har jagah.,bribery_corruption,class_bias,normal,Hinglish,Patna,33,other
Had to pay bribe for simple work.,bribery_corruption,gender_bias,urgent,Hinglish,Bangalore,47,other
Neighbour encroaching on my land.,property_dispute,gender_bias,urgent,Hinglish,Mumbai,40,male
Police FIR nahi likh rahi kyunki main None hoon.,FIR_denial,none,distress,Hindi,Lucknow,45,male
Mujhe office me sexual harassment ho raha hai.,harassment,caste_bias,distress,English,Delhi,35,male
Wife is denying me access to child.,child_custody,caste_bias,distress,English,Bangalore,56,male
Padosi mera zameen kabza kar raha hai.,property_dispute,gender_bias,distress,Hindi,Lucknow,26,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,none,distress,English,Mumbai,33,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,none,distress,English,Lucknow,36,male
Landlord evicted me without any legal notice.,rent_eviction,gender_bias,normal,English,Kolkata,40,male
Neighbour encroaching on my land.,property_dispute,caste_bias,normal,Hindi,Hyderabad,29,male
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,distress,Hindi,Hyderabad,32,female
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,distress,English,Kolkata,21,other
Landlord evicted me without any legal notice.,rent_eviction,gender_bias,distress,Hinglish,Jaipur,54,other
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,caste_bias,normal,English,Chennai,20,male
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,caste_bias,urgent,Hinglish,Patna,49,female
Property ka dispute chal raha hai.,property_dispute,none,normal,English,Hyderabad,53,other
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,urgent,Hinglish,Jaipur,18,other
Office wale badtameezi karte hain.,harassment,caste_bias,normal,Hinglish,Mumbai,41,male
Online log gaali de rahe hain.,cyber_bullying,caste_bias,urgent,Hindi,Kolkata,29,male
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,urgent,English,Kolkata,48,female
Product defective hai aur return nahi le rahe.,consumer_rights,class_bias,distress,Hindi,Bhopal,41,female
Office wale badtameezi karte hain.,harassment,none,distress,English,Delhi,57,female
Mere sasural wale dowry maang rahe hain.,dowry,none,normal,Hindi,Jaipur,27,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,distress,Hinglish,Lucknow,26,male
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,normal,Hinglish,Jaipur,43,male
Police FIR nahi likh rahi kyunki main Caste hoon.,FIR_denial,caste_bias,normal,English,Kolkata,48,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,none,distress,Hindi,Jaipur,52,other
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,Hinglish,Delhi,59,male
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,distress,Hinglish,Kolkata,39,male
Bacche ki custody ka case hai court me.,child_custody,caste_bias,normal,Hindi,Kolkata,51,other
Had to pay bribe for simple work.,bribery_corruption,caste_bias,distress,Hindi,Kolkata,38,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,class_bias,urgent,Hindi,Bhopal,59,female
Wife is denying me access to child.,child_custody,none,distress,English,Mumbai,50,female
Bacche ki custody ka case hai court me.,child_custody,gender_bias,normal,English,Hyderabad,30,female
They are making me work overtime without pay.,labor_rights_violation,gender_bias,urgent,English,Bangalore,47,male
Consumer complaint file karna hai.,consumer_rights,gender_bias,distress,Hindi,Patna,37,female
People are trolling and abusing me on social media.,cyber_bullying,class_bias,normal,Hindi,Jaipur,32,male
Corruption ho raha hai har jagah.,bribery_corruption,gender_bias,normal,Hinglish,Patna,42,female
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,none,distress,Hinglish,Mumbai,43,male
Neighbour encroaching on my land.,property_dispute,class_bias,distress,Hindi,Hyderabad,53,female
Landlord evicted me without any legal notice.,rent_eviction,caste_bias,distress,English,Mumbai,24,other
